reference_kind,boundary_kind,relative_offset,occurrence_count,distinct_players,flamengo_players,corinthians_players,assessment,player_names
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,31196,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,31429,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-31429,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-31432,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,31432,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-31500,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,31500,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,32210,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,32263,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-32263,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,32861,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-32861,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,33005,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-33005,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,33234,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-33234,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,33684,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-33684,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,34853,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-34853,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,35542,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-35542,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,37669,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-37669,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,38227,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-38227,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,38801,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-38801,1,1,0,1,ISOLATED_BOUNDARY,"Marcelo Magalhães"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-39321,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,39321,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,42288,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-42288,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-42306,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,42306,1,1,0,1,ISOLATED_BOUNDARY,"Dinélson"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-46313,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,46313,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-48782,1,1,1,0,ISOLATED_BOUNDARY,"Júlio César Moraes"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,48782,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,50714,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-50714,1,1,0,1,ISOLATED_BOUNDARY,"Luciano Ratinho"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,51381,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-51381,1,1,0,1,ISOLATED_BOUNDARY,"Rosinei"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,52021,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-52021,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,52069,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-52069,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,52615,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-52615,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,53482,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-53482,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,55147,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-55147,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-59510,1,1,1,0,ISOLATED_BOUNDARY,"Douglas Silva"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,59510,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,62633,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-62633,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,71758,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-71758,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,75226,1,1,1,0,ISOLATED_BOUNDARY,"Júlio César Moraes"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-75226,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Baiano"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-76739,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,76739,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,77441,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-77441,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,81728,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-81728,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,83592,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-83592,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,90749,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-90749,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,91569,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-91569,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,93979,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-93979,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-96533,1,1,1,0,ISOLATED_BOUNDARY,"André Bahia"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,96533,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,112425,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-112425,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,118420,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-118420,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,125107,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-125107,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,126003,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-126003,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,128606,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-128606,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,129243,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-129243,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,130410,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-130410,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
PERSON_DATABASE_ID,KNOWN_REFERENCE_AFTER,141622,1,1,1,0,ISOLATED_BOUNDARY,"Reginaldo Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-141622,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-146003,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,154255,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-154255,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,164108,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-164108,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,191905,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-191905,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,203172,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-203172,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,234683,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-234683,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,302027,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-302027,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,309123,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-309123,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-317694,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,317694,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,363313,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,397515,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-397515,1,1,0,1,ISOLATED_BOUNDARY,"Fábio Costa"
PERSON_DATABASE_ID,KNOWN_REFERENCE_BEFORE,-551236,1,1,1,0,ISOLATED_BOUNDARY,"Dimba"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,551236,1,1,0,1,ISOLATED_BOUNDARY,"Bruno Octávio"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,626266,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-626266,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1374144,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_AFTER,1376442,1,1,1,0,ISOLATED_BOUNDARY,"Bruno Santos"
INTERNAL_PERSON_ID,KNOWN_REFERENCE_BEFORE,-1376442,1,1,0,1,ISOLATED_BOUNDARY,"Édson Araújo"
