relative_offset,data_type,player_count,distinct_value_count,expected_id_match_count,expected_id_match_rate,assessment,values
152,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 15 | 66 | 115 | 24832 | 28416 | 33280"
152,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 15 | 66 | 115"
153,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 97 | 111 | 130"
154,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 32 | 66 | 97 | 256 | 8192 | 12891 | 28160 | 52480"
154,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 32 | 66 | 91 | 97"
155,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 32 | 50 | 110 | 205"
156,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"48384 | 327680 | 6619212 | 6881396 | 7077953 | 7077985 | 872415275 | 1627409664 | 1694525696"
156,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 43 | 65 | 76 | 97 | 116 | 19712 | 26880 | 48384"
156,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 43 | 65 | 76 | 97 | 116"
157,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 77 | 105 | 189"
158,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 5 | 101 | 105 | 108 | 13312 | 24832 | 25856"
158,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 5 | 101 | 105 | 108"
159,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 52 | 97 | 101"
160,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"34503 | 2736384 | 5177344 | 6619234 | 7209057 | 7274723 | 7602291 | 536898560 | 1946186752"
160,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 97 | 98 | 115 | 227 | 27648 | 29696 | 34503 | 49408"
160,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 97 | 98 | 115 | 199 | 227"
161,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 108 | 116 | 134 | 193"
162,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 41 | 79 | 101 | 110 | 111 | 116 | 8192 | 29696"
162,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 41 | 79 | 101 | 110 | 111 | 116"
163,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 32 | 116"
164,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"10 | 97 | 65536 | 7471204 | 7602290 | 7733348 | 77545728 | 1627409664 | 1929408256"
164,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 10 | 97 | 100 | 114 | 16640 | 19712 | 28416"
164,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 10 | 97 | 100 | 114"
165,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 65 | 77 | 111"
166,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 114 | 116 | 118 | 1183 | 24832 | 29440"
166,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 114 | 116 | 118 | 159"
167,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 4 | 97 | 115"
168,UINT32,9,8,0,0.000000,SEM_PADRAO,"189 | 262144 | 2097263 | 7209025 | 7209057 | 12386310 | 16777216 | 1895854592"
168,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 6 | 65 | 97 | 111 | 189 | 29184"
168,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 6 | 65 | 97 | 111 | 189"
169,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 114"
170,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 4 | 32 | 110 | 189 | 256 | 28928"
170,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 32 | 110 | 189"
171,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 1 | 113"
172,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"10407 | 48384 | 65536 | 5505024 | 6357069 | 6881363 | 7471204 | 571670528 | 1694528768"
172,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 77 | 83 | 100 | 10407 | 29952 | 48384"
172,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 77 | 83 | 100 | 167"
173,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 40 | 117 | 189"
174,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 84 | 97 | 105 | 114 | 8723 | 25856"
174,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 19 | 84 | 97 | 105 | 114"
175,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 34 | 101"
176,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"189 | 29440 | 2097385 | 2650112 | 3300809 | 6815843 | 6881513 | 7733356 | 2807824384"
176,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 99 | 108 | 189 | 233 | 24009 | 28672 | 29440"
176,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 99 | 108 | 189 | 201 | 233"
177,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 93 | 112 | 115"
178,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 40 | 50 | 104 | 105 | 118 | 42844"
178,BYTE,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 40 | 50 | 92 | 104 | 105 | 118"
179,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 167"
180,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"97 | 111 | 1536 | 10325 | 6553697 | 6881356 | 67108868 | 79936512 | 3170894080"
180,UINT16,9,8,0,0.000000,SEM_PADRAO,"4 | 76 | 97 | 111 | 256 | 1536 | 10325 | 48128"
180,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 4 | 76 | 85 | 97 | 111"
181,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 6 | 40 | 188"
182,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 100 | 105 | 1024 | 1219 | 48384"
182,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 100 | 105 | 195"
183,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 4 | 189"
184,UINT32,9,8,0,0.000000,SEM_PADRAO,"111 | 655360 | 3300227 | 6357101 | 12386305 | 352321536 | 1409286144 | 1627407104"
184,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 109 | 111 | 17152 | 23427"
184,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 109 | 111 | 131"
185,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 67 | 91"
186,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 10 | 50 | 97 | 189 | 5376 | 21504 | 24832"
186,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 10 | 50 | 97 | 189"
187,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 21 | 84 | 97"
188,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"2048 | 65536 | 4849664 | 12386306 | 631373824 | 700579840 | 1694526720 | 3808454912 | 3875536939"
188,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 2 | 43 | 2048 | 26880 | 27904"
188,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 2 | 43"
189,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 8 | 105 | 109"
190,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 1 | 74 | 189 | 9634 | 10690 | 25856 | 58112 | 59136"
190,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 74 | 162 | 189 | 194"
191,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 37 | 41 | 101 | 227 | 231"
192,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"189 | 28416 | 34472 | 6357093 | 621477888 | 1233846272 | 1694518272 | 2667773952 | 3774903296"
192,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 101 | 189 | 19456 | 28416 | 29696 | 34472"
192,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 101 | 168 | 189"
193,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 76 | 111 | 116 | 134"
194,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 97 | 9483 | 18827 | 25856 | 40707 | 57600"
194,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 3 | 11 | 97 | 139"
195,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 37 | 73 | 101 | 159 | 225"
196,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"6 | 11214 | 2097262 | 16777216 | 83886084 | 117440617 | 536899328 | 3170895360 | 3213819904"
196,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 4 | 6 | 105 | 110 | 1536 | 11214 | 28416"
196,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 4 | 6 | 105 | 110 | 206"
197,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 6 | 43 | 111"
198,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 32 | 256 | 1280 | 1792 | 8192 | 48384 | 49039"
198,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 32 | 143"
199,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 5 | 7 | 32 | 189 | 191"
200,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"48384 | 6357059 | 6619204 | 8832824 | 251658244 | 335544320 | 1157627904 | 1459617792 | 1761627136"
200,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 4 | 67 | 68 | 19456 | 48384 | 51000"
200,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 56 | 67 | 68"
201,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 76 | 189 | 199"
202,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 97 | 101 | 134 | 3840 | 5120 | 17664 | 22272 | 26880"
202,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 97 | 101 | 134"
203,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 15 | 20 | 69 | 87 | 105"
204,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"2816 | 2664448 | 6357100 | 7078002 | 1291845632 | 1627417856 | 1694524416 | 1845518592 | 4261412898"
204,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 34 | 108 | 114 | 2816 | 24832 | 25600 | 27904 | 43008"
204,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 34 | 108 | 114"
205,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 11 | 97 | 100 | 109 | 168"
206,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 40 | 97 | 108 | 19712 | 24832 | 25856 | 28160 | 65024"
206,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 40 | 97 | 108"
207,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 77 | 97 | 101 | 110 | 254"
208,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"111 | 1237 | 6881390 | 16777216 | 845008896 | 1694516736 | 1862296576 | 1912627456 | 1979740672"
208,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 110 | 111 | 1237 | 17920 | 24832 | 25600 | 29184 | 53248"
208,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 110 | 111 | 213"
209,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 4 | 70 | 97 | 100 | 114 | 208"
210,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 105 | 256 | 12893 | 25856 | 28416 | 29184 | 30208"
210,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 93 | 105"
211,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 50 | 101 | 111 | 114 | 118"
212,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"5 | 48384 | 65536 | 1048576 | 12386305 | 16777216 | 1761635328 | 1845518592 | 1962959616"
212,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 1 | 5 | 24832 | 25344 | 27648 | 48384"
212,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 1 | 5"
213,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 97 | 99 | 108 | 189"
214,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 16 | 189 | 256 | 26880 | 28160 | 29952"
214,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 1 | 16 | 189"
215,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 105 | 110 | 117"
216,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"189 | 48384 | 2643456 | 5046272 | 16384074 | 16777216 | 536900352 | 678494208 | 1694527488"
216,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 74 | 189 | 22016 | 28672 | 29440 | 48384"
216,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 74 | 189"
217,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 86 | 112 | 115 | 189"
218,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 40 | 77 | 250 | 256 | 8192 | 10353 | 25856"
218,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 40 | 77 | 113 | 250"
219,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 32 | 40 | 101"
220,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"11030 | 48384 | 2736896 | 6881388 | 7471329 | 844858624 | 1090527232 | 1550319616 | 1761629952"
220,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 108 | 225 | 8192 | 11030 | 22272 | 34048 | 48384 | 49920"
220,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 22 | 108 | 225"
221,BYTE,9,7,0,0.000000,SEM_PADRAO,"0 | 32 | 43 | 87 | 133 | 189 | 195"
222,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 41 | 105 | 114 | 12891 | 16640 | 23656 | 26880"
222,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 41 | 91 | 104 | 105 | 114"
223,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 50 | 65 | 92 | 105"
224,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"111 | 327680 | 2466560 | 6881379 | 8825081 | 77529088 | 201326642 | 1761635840 | 3808453632"
224,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 50 | 99 | 111 | 25600 | 28160 | 41728 | 43257"
224,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 50 | 99 | 111 | 249"
225,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 100 | 110 | 163 | 168"
226,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 5 | 37 | 105 | 134 | 1183 | 3072 | 26880 | 58112"
226,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 5 | 37 | 105 | 134 | 159"
227,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 4 | 12 | 105 | 227"
228,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"3328 | 28416 | 458752 | 2097263 | 4849664 | 12386310 | 1224736768 | 1761633024 | 1766424064"
228,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 6 | 111 | 3328 | 25344 | 28416 | 32256"
228,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 6 | 111"
229,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 13 | 99 | 111 | 126"
230,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 7 | 32 | 74 | 189 | 18688 | 26880 | 26953"
230,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 7 | 32 | 73 | 74 | 189"
231,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 73 | 105"
232,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"589824 | 5046272 | 6357059 | 7536741 | 571801600 | 1845522176 | 1929409792 | 3170894080 | 3909110784"
232,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 67 | 101 | 256 | 19456 | 28416 | 29952"
232,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 67 | 101"
233,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 76 | 111 | 117"
234,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"9 | 77 | 97 | 115 | 8725 | 28160 | 29440 | 48384 | 59648"
234,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 9 | 21 | 77 | 97 | 115"
235,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 34 | 110 | 115 | 189 | 233"
236,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"5439488 | 7143541 | 7209057 | 7602291 | 33554432 | 536899328 | 2030067968 | 3242000384 | 3472883712"
236,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 97 | 115 | 117 | 24832 | 28416"
236,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 97 | 115 | 117"
237,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 97 | 111"
238,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"83 | 109 | 110 | 116 | 512 | 8192 | 30976 | 49469 | 52992"
238,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 61 | 83 | 109 | 110 | 116"
239,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 2 | 32 | 121 | 193 | 207"
240,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"48384 | 65536 | 7077993 | 7209057 | 7667811 | 134217732 | 989855787 | 1677729792 | 1862288896"
240,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 4 | 43 | 97 | 99 | 105 | 8192 | 17920 | 48384"
240,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 4 | 43 | 97 | 99 | 105"
241,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 32 | 70 | 189"
242,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 1 | 108 | 110 | 117 | 2048 | 15104 | 25600 | 28416"
242,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 1 | 108 | 110 | 117"
243,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 8 | 59 | 100 | 111"
244,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"189 | 34503 | 2427904 | 6357094 | 6357096 | 7274611 | 536895744 | 1241513984 | 1946186240"
244,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 102 | 104 | 115 | 189 | 3072 | 24832 | 29184 | 34503"
244,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 102 | 104 | 115 | 189 | 199"
245,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 12 | 97 | 114 | 134"
246,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 37 | 97 | 111 | 8192 | 18944 | 29696"
246,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 37 | 97 | 111"
247,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 32 | 74 | 116"
248,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"7 | 108 | 10327 | 65536 | 7078002 | 1845522176 | 1845523712 | 1962953728 | 2260569856"
248,UINT16,9,9,0,0.000000,CAMPO_VARIAVEL,"0 | 7 | 108 | 114 | 10327 | 19456 | 28416 | 29952 | 36608"
248,BYTE,9,5,0,0.000000,SEM_PADRAO,"0 | 7 | 87 | 108 | 114"
249,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 40 | 76 | 111 | 117 | 143"
250,UINT16,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 108 | 28160 | 29952 | 34493"
250,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 1 | 108 | 189"
251,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 110 | 117 | 134"
252,UINT32,9,8,0,0.000000,SEM_PADRAO,"189 | 31232 | 306027 | 720896 | 7667789 | 7929957 | 12386305 | 1946181888"
252,UINT16,9,8,0,0.000000,SEM_PADRAO,"0 | 1 | 77 | 101 | 189 | 24832 | 31232 | 43883"
252,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 1 | 77 | 101 | 107 | 189"
253,BYTE,9,4,0,0.000000,SEM_PADRAO,"0 | 97 | 122 | 171"
254,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 4 | 11 | 117 | 121 | 189 | 29696"
254,BYTE,9,6,0,0.000000,SEM_PADRAO,"0 | 4 | 11 | 117 | 121 | 189"
255,BYTE,9,2,0,0.000000,CAMPO_CONSTANTE,"0 | 116"
256,UINT32,9,9,0,0.000000,CAMPO_VARIAVEL,"1792 | 10692 | 28416 | 65536 | 4980736 | 6881394 | 682164224 | 1627416576 | 3170894080"
256,UINT16,9,7,0,0.000000,SEM_PADRAO,"0 | 114 | 256 | 1792 | 10692 | 26624 | 28416"
256,BYTE,9,3,0,0.000000,CAMPO_CONSTANTE,"0 | 114 | 196"
