reference_kind,data_type,relative_offset,flamengo_players,corinthians_players,distinct_players,total_hits,flamengo_names,corinthians_names,assessment
PERSON_DATABASE_ID,UINT16,-2009,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2009,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2010,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2010,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2017,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2018,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2018,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2049,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2049,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2066,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2066,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2084,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2084,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2089,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2089,1,0,1,1,"Bruno Santos","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2120,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2120,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2127,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2166,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2178,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2194,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2194,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2214,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2214,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2237,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2237,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2240,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2240,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2278,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2278,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2280,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2280,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2286,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2287,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2337,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2339,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2358,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2358,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2364,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2372,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2372,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2395,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2395,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2414,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2422,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2422,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2429,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2429,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2429,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2434,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2434,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2483,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2483,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2484,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2484,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2489,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2489,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2496,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2508,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2508,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2515,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2515,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2523,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2523,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2529,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2529,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2535,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2535,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2562,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2564,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2575,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2575,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2586,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2586,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2602,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2603,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2603,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2609,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2609,0,1,1,1,"","Dinélson",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2611,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2625,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2626,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2626,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2627,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2627,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2632,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2639,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2639,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2641,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2641,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2654,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2654,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2673,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2673,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2681,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2681,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2712,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2712,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2712,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2717,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2717,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2742,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2757,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2757,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2765,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2784,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2787,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2787,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2789,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2791,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2792,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2792,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2804,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2831,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2831,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2832,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-2832,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2845,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2847,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2853,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2853,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2853,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2855,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2855,0,1,1,1,"","Marcelo Magalhães",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2894,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2909,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2924,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2924,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2932,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,2933,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,2933,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-2936,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2942,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2944,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2950,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2950,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,2966,1,0,1,1,"Fabiano Eller","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,2966,1,0,1,1,"Fabiano Eller","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-2990,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-2990,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3001,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-3001,1,0,1,1,"Júnior Baiano","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3019,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,3023,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,3023,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3042,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3057,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3060,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3060,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3063,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3068,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3114,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3117,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3117,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3117,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3122,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3140,1,0,1,1,"Fabiano Eller","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3140,1,0,1,1,"Fabiano Eller","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3152,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3157,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3157,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,3171,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,3171,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3178,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3180,0,1,1,1,"","Alessandro",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3190,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3190,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3210,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3210,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3224,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3262,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3271,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3271,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3275,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-3275,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3280,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3315,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-3315,0,1,1,1,"","Rosinei",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3339,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3353,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3375,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3382,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3382,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3393,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3396,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3396,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3439,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3439,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3485,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3502,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3502,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3512,1,0,1,1,"Reginaldo Araújo","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3537,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3537,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3539,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3557,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3557,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3577,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3577,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3579,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3583,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3583,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,3642,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,3642,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3665,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3665,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3671,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3679,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3700,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-3700,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-3740,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-3740,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3755,1,0,1,1,"Douglas Silva","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3762,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3786,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3809,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3809,1,0,1,1,"Andrezinho","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3810,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3833,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3846,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3846,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,3848,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,3848,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3886,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-3886,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3910,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,3921,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,3921,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-3965,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-4009,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-4009,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,4042,0,1,1,1,"","Fábio Costa",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-4047,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-4047,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT16,-4049,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
PERSON_DATABASE_ID,UINT32,-4049,1,0,1,1,"André Bahia","",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-4049,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-4065,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,-4065,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,-4067,0,1,1,1,"","Édson Araújo",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT16,4073,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
INTERNAL_PERSON_ID,UINT32,4073,0,1,1,1,"","Luciano Ratinho",AUXILIARY_REFERENCE
